# parameters
#\ V=400
#\ dV=1.0
#\ dI=0.01

# columns: I  D  dD
# I in A, D and dD in cm

#! I[f,0]/    D[f,1]/ dD[f,2]/
2.98 5.5 0.20
2.76 6.0 0.20
2.53 6.5 0.25
2.37 7.0 0.25
2.22 7.5 0.27
2.09 8.0 0.30
1.95 8.5 0.30
1.85 9.0 0.32
1.77 9.5 0.40
1.68 10.0 0.45
